"Gene" "Type"
"BX927359.1" "lncRNA"
"AL583722.3" "lncRNA"
"LINC02280" "lncRNA"
"MIR4710" "miRNA"
"AL583722.1" "lncRNA"
"INF2" "protein_coding"
"AL583722.4" "lncRNA"
"ADSS1" "protein_coding"
"SIVA1" "protein_coding"
"AKT1" "protein_coding"
"AL583722.2" "lncRNA"
"ZBTB42" "protein_coding"
"AL590326.1" "TEC"
"LINC00638" "lncRNA"
"RPS26P49" "processed_pseudogene"
"RPS2P4" "processed_pseudogene"
"AL583810.2" "lncRNA"
"AL583810.1" "lncRNA"
"CEP170B" "protein_coding"
"AL583810.3" "lncRNA"
"PLD4" "protein_coding"
"AHNAK2" "protein_coding"
"CLBA1" "protein_coding"
"CDCA4" "protein_coding"
"GPR132" "protein_coding"
"LINC02298" "lncRNA"
"AL512356.4" "lncRNA"
"AL512356.3" "TEC"
"AL512356.2" "unprocessed_pseudogene"
"AL512356.5" "lncRNA"
"JAG2" "protein_coding"
"MIR6765" "miRNA"
"AL512356.1" "lncRNA"
"NUDT14" "protein_coding"
"BRF1" "protein_coding"
"BTBD6" "protein_coding"
"PACS2" "protein_coding"
"AL928654.4" "TEC"
"RPS20P33" "processed_pseudogene"
"TEX22" "protein_coding"
"AL928654.1" "lncRNA"
"MTA1" "protein_coding"
"AL928654.2" "lncRNA"
"CRIP2" "protein_coding"
"CRIP1" "protein_coding"
"AL928654.3" "protein_coding"
"TEDC1" "protein_coding"
"TMEM121" "protein_coding"
"ATP5MC1P1" "processed_pseudogene"
"ELK2BP" "unprocessed_pseudogene"
"IGHA2" "IG_C_gene"
"IGHE" "IG_C_gene"
"IGHG4" "IG_C_gene"
"MIR8071-1" "miRNA"
"IGHG2" "IG_C_gene"
"MIR8071-2" "miRNA"
"COPDA1" "lncRNA"
"IGHGP" "IG_C_pseudogene"
"ELK2AP" "processed_pseudogene"
"IGHA1" "IG_C_gene"
"IGHEP1" "IG_C_pseudogene"
"IGHG1" "IG_C_gene"
"IGHG3" "IG_C_gene"
"AL122127.1" "processed_pseudogene"
"IGHD" "IG_C_gene"
"IGHM" "IG_C_gene"
"MIR4539" "miRNA"
"MIR4507" "miRNA"
"MIR4538" "miRNA"
"MIR4537" "miRNA"
"IGHJ6" "IG_J_gene"
"IGHJ3P" "IG_J_pseudogene"
"IGHJ5" "IG_J_gene"
"IGHJ4" "IG_J_gene"
"IGHJ3" "IG_J_gene"
"IGHJ2P" "IG_J_pseudogene"
"IGHJ2" "IG_J_gene"
"IGHJ1" "IG_J_gene"
"IGHD7-27" "IG_D_gene"
"IGHJ1P" "IG_J_pseudogene"
"IGHD1-26" "IG_D_gene"
"IGHD6-25" "IG_D_gene"
"IGHD5-24" "IG_D_gene"
"IGHD4-23" "IG_D_gene"
"IGHD3-22" "IG_D_gene"
"IGHD2-21" "IG_D_gene"
"AC246787.2" "lncRNA"
"IGHD1-20" "IG_D_gene"
"IGHD6-19" "IG_D_gene"
"IGHD5-18" "IG_D_gene"
"IGHD4-17" "IG_D_gene"
"IGHD3-16" "IG_D_gene"
"IGHD2-15" "IG_D_gene"
"IGHD1-14" "IG_D_gene"
"IGHD6-13" "IG_D_gene"
"IGHD5-12" "IG_D_gene"
"IGHD4-11" "IG_D_gene"
"IGHD3-10" "IG_D_gene"
"IGHD3-9" "IG_D_gene"
"IGHD2-8" "IG_D_gene"
"IGHD1-7" "IG_D_gene"
"IGHD6-6" "IG_D_gene"
"IGHD5-5" "IG_D_gene"
"IGHD4-4" "IG_D_gene"
"IGHD3-3" "IG_D_gene"
"IGHD2-2" "IG_D_gene"
"FAM30A" "lncRNA"
"IGHD1-1" "IG_D_gene"
"IGHV6-1" "IG_V_gene"
"IGHVII-1-1" "IG_V_pseudogene"
"ADAM6" "transcribed_unprocessed_pseudogene"
"AC246787.1" "processed_pseudogene"
"IGHV1-2" "IG_V_gene"
"IGHVIII-2-1" "IG_V_pseudogene"
"IGHV1-3" "IG_V_gene"
"IGHV4-4" "IG_V_gene"
"IGHV7-4-1" "IG_V_gene"
"IGHV2-5" "IG_V_gene"
"IGHVIII-5-1" "IG_V_pseudogene"
"IGHVIII-5-2" "IG_V_pseudogene"
"IGHV3-6" "IG_V_pseudogene"
"IGHV3-7" "IG_V_gene"
"IGHV3-64D" "IG_V_gene"
"IGHV5-10-1" "IG_V_gene"
"IGHV3-11" "IG_V_gene"
"IGHVIII-11-1" "IG_V_pseudogene"
"IGHV1-12" "IG_V_pseudogene"
"IGHV3-13" "IG_V_gene"
"IGHVIII-13-1" "IG_V_pseudogene"
"IGHV1-14" "IG_V_pseudogene"
"IGHV3-15" "IG_V_gene"
"IGHVII-15-1" "IG_V_pseudogene"
"IGHV3-16" "IG_V_gene"
"IGHVIII-16-1" "IG_V_pseudogene"
"IGHV1-17" "IG_V_pseudogene"
"SLC20A1P2" "processed_pseudogene"
"IGHV1-18" "IG_V_gene"
"IGHV3-19" "IG_V_pseudogene"
"AC247036.1" "lncRNA"
"IGHV3-20" "IG_V_gene"
"IGHV3-21" "IG_V_gene"
"IGHV3-22" "IG_V_pseudogene"
"IGHVII-22-1" "IG_V_pseudogene"
"IGHVIII-22-2" "IG_V_pseudogene"
"IGHV3-23" "IG_V_gene"
"IGHV1-24" "IG_V_gene"
"HOMER2P2" "processed_pseudogene"
"LINC00226" "lncRNA"
"IGHV3-25" "IG_V_pseudogene"
"IGHVIII-25-1" "IG_V_pseudogene"
"IGHV2-26" "IG_V_gene"
"IGHVIII-26-1" "IG_V_pseudogene"
"IGHVII-26-2" "IG_V_pseudogene"
"IGHV7-27" "IG_V_pseudogene"
"IGHV4-28" "IG_V_gene"
"IGHVII-28-1" "IG_V_pseudogene"
"IGHV3-32" "IG_V_pseudogene"
"IGHV3-30" "IG_V_gene"
"IGHVII-30-1" "IG_V_pseudogene"
"IGHV3-30-2" "IG_V_pseudogene"
"IGHV4-31" "IG_V_gene"
"IGHVII-30-21" "IG_V_pseudogene"
"IGHV3-29" "IG_V_pseudogene"
"IGHV3-33" "IG_V_gene"
"IGHVII-33-1" "IG_V_pseudogene"
"IGHV3-33-2" "IG_V_pseudogene"
"IGHV4-34" "IG_V_gene"
"IGHV7-34-1" "IG_V_pseudogene"
"IGHV3-35" "IG_V_gene"
"IGHV3-36" "IG_V_pseudogene"
"IGHV3-37" "IG_V_pseudogene"
"IGHV3-38" "IG_V_gene"
"IGHVIII-38-1" "IG_V_pseudogene"
"IGHV4-39" "IG_V_gene"
"IGHV7-40" "IG_V_pseudogene"
"AC244452.1" "unprocessed_pseudogene"
"IGHVII-40-1" "IG_V_pseudogene"
"IGHV3-41" "IG_V_pseudogene"
"HOMER2P1" "processed_pseudogene"
"IGHV3-42" "IG_V_pseudogene"
"IGHV3-43" "IG_V_gene"
"IGHVII-43-1" "IG_V_pseudogene"
"IGHVIII-44" "IG_V_pseudogene"
"AC244452.3" "IG_V_pseudogene"
"LINC00221" "lncRNA"
"IGHVIV-44-1" "IG_V_pseudogene"
"IGHVII-44-2" "IG_V_pseudogene"
"IGHV1-45" "IG_V_gene"
"IGHV1-46" "IG_V_gene"
"IGHVII-46-1" "IG_V_pseudogene"
"IGHV3-47" "IG_V_pseudogene"
"IGHVIII-47-1" "IG_V_pseudogene"
"IGHV3-48" "IG_V_gene"
"IGHV3-49" "IG_V_gene"
"IGHVII-49-1" "IG_V_pseudogene"
"IGHV3-50" "IG_V_pseudogene"
"IGHV5-51" "IG_V_gene"
"IGHV8-51-1" "IG_V_pseudogene"
"IGHVII-51-2" "IG_V_pseudogene"
"IGHV3-52" "IG_V_pseudogene"
"IGHV3-53" "IG_V_gene"
"IGHVII-53-1" "IG_V_pseudogene"
"IGHV3-54" "IG_V_pseudogene"
"IGHV4-55" "IG_V_pseudogene"
"IGHV7-56" "IG_V_pseudogene"
"IGHV3-57" "IG_V_pseudogene"
"IGHV1-58" "IG_V_gene"
"IGHV4-59" "IG_V_gene"
"IGHV3-60" "IG_V_pseudogene"
"RNA5SP389" "rRNA_pseudogene"
"IGHVII-60-1" "IG_V_pseudogene"
"IGHV4-61" "IG_V_gene"
"IGHV3-62" "IG_V_pseudogene"
"IGHVII-62-1" "IG_V_pseudogene"
"IGHV3-63" "IG_V_pseudogene"
"IGHV3-64" "IG_V_gene"
"IGHV3-65" "IG_V_pseudogene"
"IGHVII-65-1" "IG_V_pseudogene"
"IGHV3-66" "IG_V_gene"
"IGHV1-67" "IG_V_pseudogene"
"SLC20A1P1" "processed_pseudogene"
"IGHVII-67-1" "IG_V_pseudogene"
"IGHVIII-67-2" "IG_V_pseudogene"
"IGHVIII-67-3" "IG_V_pseudogene"
"IGHVIII-67-4" "IG_V_pseudogene"
"IGHV1-68" "IG_V_pseudogene"
"IGHV1-69" "IG_V_gene"
"IGHV2-70D" "IG_V_gene"
"IGHV3-69-1" "IG_V_pseudogene"
"IGHV1-69-2" "IG_V_gene"
"AC245369.2" "IG_pseudogene"
"IGHV1-69D" "IG_V_gene"
"IGHV2-70" "IG_V_gene"
"IGHV3-71" "IG_V_pseudogene"
"IGHV3-72" "IG_V_gene"
"IGHV3-73" "IG_V_gene"
"IGHV3-74" "IG_V_gene"
"IGHVII-74-1" "IG_V_pseudogene"
"IGHV3-75" "IG_V_pseudogene"
"IGHV3-76" "IG_V_pseudogene"
"IGHVIII-76-1" "IG_V_pseudogene"
"MIR5195" "miRNA"
"IGHV5-78" "IG_V_pseudogene"
"IGHVII-78-1" "IG_V_pseudogene"
"IGHV3-79" "IG_V_pseudogene"
"IGHV4-80" "IG_V_pseudogene"
"IGHV7-81" "IG_V_gene"
"IGHVIII-82" "IG_V_pseudogene"
"AC138701.1" "unprocessed_pseudogene"
"RNU6-978P" "snRNA"
"AC138701.2" "processed_pseudogene"
"AC127381.2" "unprocessed_pseudogene"
"IGHV1OR15-9" "IG_V_gene"
"SLC20A1P3" "processed_pseudogene"
"IGHV1OR15-2" "IG_V_pseudogene"
"IGHV3OR15-7" "IG_V_gene"
"IGHD5OR15-5A" "IG_D_gene"
"IGHD4OR15-4A" "IG_D_gene"
"IGHD3OR15-3A" "IG_D_gene"
"IGHD2OR15-2A" "IG_D_gene"
"IGHD1OR15-1A" "IG_D_gene"
"FAM30B" "unprocessed_pseudogene"
"AC127381.1" "processed_pseudogene"
"BCAR1P1" "processed_pseudogene"
"RN7SL584P" "misc_RNA"
"AC087386.1" "lncRNA"
"AC087386.2" "TEC"
"BMS1P15" "unprocessed_pseudogene"
"AC126603.1" "unprocessed_pseudogene"
"CHEK2P2" "transcribed_unprocessed_pseudogene"
"AC026495.2" "lncRNA"
"AC026495.1" "lncRNA"
"HERC2P3" "transcribed_unprocessed_pseudogene"
"AC023310.1" "unprocessed_pseudogene"
"GOLGA6L6" "protein_coding"
"AC023310.3" "unprocessed_pseudogene"
"GOLGA8CP" "unprocessed_pseudogene"
"RN7SL759P" "misc_RNA"
"SPATA31E2P" "unprocessed_pseudogene"
"AC023310.2" "processed_pseudogene"
"IGHV1OR15-6" "IG_V_pseudogene"
"AC023310.4" "lncRNA"
"NBEAP1" "transcribed_unprocessed_pseudogene"
"AC131280.1" "TEC"
"AC012414.4" "lncRNA"
"RNU6-498P" "snRNA"
"AC012414.2" "lncRNA"
"AC012414.3" "lncRNA"
"LONRF2P3" "processed_pseudogene"
"AC012414.6" "transcribed_processed_pseudogene"
"GRAMD4P5" "unprocessed_pseudogene"
"AC012414.1" "processed_pseudogene"
"MIR3118-2" "miRNA"
"POTEB2" "protein_coding"
"RNU6-749P" "snRNA"
"AC012414.5" "processed_pseudogene"
"AC037471.2" "processed_pseudogene"
"ZNF519P2" "processed_pseudogene"
"NF1P1" "unprocessed_pseudogene"
"MIR5701-1" "miRNA"
"LINC01193" "lncRNA"
"OR11J2P" "unprocessed_pseudogene"
"OR11J5P" "unprocessed_pseudogene"
"IGHD5OR15-5B" "IG_D_gene"
"IGHD4OR15-4B" "IG_D_gene"
"IGHD3OR15-3B" "IG_D_gene"
"IGHD2OR15-2B" "IG_D_gene"
"IGHD1OR15-1B" "IG_D_gene"
"FAM30C" "unprocessed_pseudogene"
"AC037471.1" "processed_pseudogene"
"BCAR1P2" "processed_pseudogene"
"RN7SL400P" "misc_RNA"
"AC126335.1" "lncRNA"
"AC126335.2" "TEC"
"BMS1P16" "unprocessed_pseudogene"
"AC068446.3" "unprocessed_pseudogene"
"AC068446.1" "processed_pseudogene"
"AC068446.2" "lncRNA"
"RNU6-1235P" "snRNA"
"AC060814.5" "lncRNA"
"AC060814.4" "lncRNA"
"LONRF2P4" "processed_pseudogene"
"AC060814.2" "lncRNA"
"CXADRP2" "processed_pseudogene"
"AC060814.1" "processed_pseudogene"
"GRAMD4P6" "processed_pseudogene"
"MIR3118-3" "miRNA"
"POTEB3" "protein_coding"
"AC060814.3" "snRNA"
"NF1P9" "transcribed_unprocessed_pseudogene"
"MIR5701-2" "miRNA"
"AC183088.3" "lncRNA"
"AC183088.2" "unprocessed_pseudogene"
"AC183088.1" "unprocessed_pseudogene"
"LINC02203" "protein_coding"
"LINC02203" "lncRNA"
"AC135068.5" "unprocessed_pseudogene"
"OR11K1P" "unprocessed_pseudogene"
"AC135068.11" "transcribed_unprocessed_pseudogene"
"AC135068.10" "unprocessed_pseudogene"
"AC135068.1" "protein_coding"
"AC135068.3" "protein_coding"
"AC135068.4" "unprocessed_pseudogene"
"AC135068.7" "lncRNA"
"AC135068.6" "processed_pseudogene"
"AC135068.8" "IG_V_gene"
"AC135068.9" "IG_V_pseudogene"
"AC135068.2" "IG_V_gene"
"AC134981.1" "IG_V_pseudogene"
"MIR3118-4" "miRNA"
"POTEB" "protein_coding"
"RNU6-631P" "snRNA"
"ZNF519P3" "unprocessed_pseudogene"
"NF1P2" "unprocessed_pseudogene"
"MIR5701-3" "miRNA"
"OR11J7P" "unprocessed_pseudogene"
"OR11J6P" "unprocessed_pseudogene"
"AC134980.2" "lncRNA"
"OR11H3P" "unprocessed_pseudogene"
"AC134980.3" "protein_coding"
"AC134980.1" "unprocessed_pseudogene"
"OR4Q1P" "transcribed_unprocessed_pseudogene"
"OR4H6P" "unprocessed_pseudogene"
"OR4M2" "protein_coding"
"OR4N4" "protein_coding"
"OR4N3P" "transcribed_unprocessed_pseudogene"
"AC010760.1" "lncRNA"
"RPS8P10" "unprocessed_pseudogene"
"IGHV1OR15-1" "IG_V_gene"
"IGHV1OR15-3" "IG_V_pseudogene"
"IGHV4OR15-8" "IG_V_gene"
"IGHV1OR15-4" "IG_V_pseudogene"
"AC025884.3" "unprocessed_pseudogene"
"MIR1268A" "miRNA"
"AC025884.2" "processed_pseudogene"
"AC025884.1" "unprocessed_pseudogene"
"AC100757.2" "unprocessed_pseudogene"
"AC100757.1" "processed_pseudogene"
"SPATA31E3P" "unprocessed_pseudogene"
"GOLGA8EP" "transcribed_unprocessed_pseudogene"
"RN7SL545P" "misc_RNA"
"AC100757.3" "unprocessed_pseudogene"
"GOLGA6L22" "protein_coding"
"HERC2P7" "unprocessed_pseudogene"
"HERC2P2" "transcribed_unprocessed_pseudogene"
"GOLGA8IP" "transcribed_unprocessed_pseudogene"
"RN7SL495P" "misc_RNA"
"WHAMMP3" "transcribed_unprocessed_pseudogene"
"AC138649.2" "processed_pseudogene"
"AC138649.5" "unprocessed_pseudogene"
"AC138649.4" "processed_pseudogene"
"PDCD6IPP1" "transcribed_unprocessed_pseudogene"
"AC138649.3" "processed_pseudogene"
"AC138649.1" "lncRNA"
"AC011767.1" "transcribed_unprocessed_pseudogene"
"NIPA1" "protein_coding"
"NIPA2" "protein_coding"
"CYFIP1" "protein_coding"
"TUBGCP5" "protein_coding"
"ELMO2P1" "transcribed_unprocessed_pseudogene"
"GOLGA6L1" "protein_coding"
"AC116165.3" "unprocessed_pseudogene"
"GOLGA8DP" "transcribed_unprocessed_pseudogene"
"RN7SL106P" "misc_RNA"
"ABCB10P1" "processed_pseudogene"
"AC116165.4" "processed_pseudogene"
"MIR4509-1" "miRNA"
"AC116165.5" "unprocessed_pseudogene"
"AC242376.1" "unprocessed_pseudogene"
"AC242376.2" "transcribed_unprocessed_pseudogene"
"AC100756.3" "transcribed_unprocessed_pseudogene"
"AC100756.1" "unprocessed_pseudogene"
"GOLGA8S" "protein_coding"
"RN7SL536P" "misc_RNA"
"AC100756.4" "lncRNA"
"AC100756.2" "unprocessed_pseudogene"
"GOLGA6L2" "protein_coding"
"MIR4508" "miRNA"
"MKRN3" "protein_coding"
"AC126407.1" "lncRNA"
"MAGEL2" "protein_coding"
"NDN" "protein_coding"
"AC087490.1" "lncRNA"
"RNU6-741P" "snRNA"
"PWRN4" "lncRNA"
"PWRN1" "lncRNA"
"PWRN2" "lncRNA"
"AC087463.1" "lncRNA"
"AC087463.2" "lncRNA"
"AC087463.3" "lncRNA"
"AC090983.2" "lncRNA"
"NPAP1" "protein_coding"
"SNRPN" "protein_coding"
"AC090983.1" "lncRNA"
"RPL5P1" "processed_pseudogene"
"AC090602.1" "processed_pseudogene"
"SNURF" "protein_coding"
"AC124312.1" "protein_coding"
"SNHG14" "lncRNA"
"SNORD107" "snoRNA"
"PWAR5" "TEC"
"SNORD64" "snoRNA"
"SNORD108" "snoRNA"
"AC124312.2" "lncRNA"
"SNORD109A" "snoRNA"
"SNORD116-1" "snoRNA"
"SNORD116-2" "snoRNA"
"SNORD116-3" "snoRNA"
"SNORD116-4" "snoRNA"
"SNORD116-5" "snoRNA"
"SNORD116-6" "snoRNA"
"SNORD116-7" "snoRNA"
"SNORD116-8" "snoRNA"
"SNORD116-9" "snoRNA"
"SNORD116-10" "snoRNA"
"SNORD116-11" "snoRNA"
"SNORD116-12" "snoRNA"
"SNORD116-13" "snoRNA"
"SNORD116-14" "snoRNA"
"SNORD116-15" "snoRNA"
"SNORD116-16" "snoRNA"
"SNORD116-17" "snoRNA"
"SNORD116-18" "snoRNA"
"SNORD116-19" "snoRNA"
"AC124312.3" "lncRNA"
"SNORD116-20" "snoRNA"
"SNORD116-21" "snoRNA"
"SNORD116-22" "snoRNA"
"SNORD116-23" "snoRNA"
"AC124312.5" "lncRNA"
"AC124312.4" "TEC"
"SNORD116-24" "snoRNA"
"SNORD116-25" "snoRNA"
"SNORD116-26" "snoRNA"
"SNORD116-27" "snoRNA"
"SNORD116-28" "snoRNA"
"SNORD116-29" "snoRNA"
"SNORD116-30" "snoRNA"
"PWAR1" "TEC"
"AC124303.1" "snoRNA"
"TMEM261P1" "processed_pseudogene"
"SNORD115-1" "snoRNA"
"SNORD115-2" "snoRNA"
"SNORD115-3" "snoRNA"
"SNORD115-4" "snoRNA"
"SNORD115-5" "snoRNA"
"SNORD115-6" "snoRNA"
"SNORD115-7" "snoRNA"
"SNORD115-8" "snoRNA"
"SNORD115-9" "snoRNA"
"SNORD115-10" "snoRNA"
"SNORD115-11" "snoRNA"
"SNORD115-12" "snoRNA"
"SNORD115-13" "snoRNA"
"SNORD115-14" "snoRNA"
"SNORD115-15" "snoRNA"
"SNORD115-16" "snoRNA"
"SNORD115-17" "snoRNA"
"SNORD115-18" "snoRNA"
"SNORD115-19" "snoRNA"
"SNORD115-20" "snoRNA"
"SNORD115-21" "snoRNA"
"SNORD115-22" "snoRNA"
"SNORD115-23" "snoRNA"
"SNORD115-24" "snoRNA"
"SNORD115-25" "snoRNA"
"SNORD115-26" "snoRNA"
"SNORD115-27" "snoRNA"
"SNORD115-28" "snoRNA"
"SNORD115-29" "snoRNA"
"SNORD115-30" "snoRNA"
"SNORD115-31" "snoRNA"
"SNORD115-32" "snoRNA"
"SNORD115-33" "snoRNA"
"SNORD115-34" "snoRNA"
"SNORD115-35" "snoRNA"
"SNORD115-36" "snoRNA"
"SNORD115-37" "snoRNA"
"SNORD115-38" "snoRNA"
"SNORD115-39" "snoRNA"
"SNORD115-40" "snoRNA"
"SNORD115-41" "snoRNA"
"SNORD115-42" "snoRNA"
"SNORD115-43" "snoRNA"
"SNORD115-44" "snoRNA"
"AC124303.2" "TEC"
"SNORD115-45" "snoRNA"
"SNORD115-46" "snoRNA"
"SNORD115-47" "snoRNA"
"SNORD115-48" "snoRNA"
"SNORD109B" "snoRNA"
"UBE3A" "protein_coding"
"AC100774.1" "lncRNA"
"LINC02250" "lncRNA"
"AC023449.1" "processed_pseudogene"
"ATP10A" "protein_coding"
"RNA5SP390" "rRNA_pseudogene"
"MIR4715" "miRNA"
"AC016266.1" "lncRNA"
"LINC02346" "lncRNA"
"AC044913.2" "processed_pseudogene"
"AC044913.1" "snoRNA"
"AC100836.1" "lncRNA"
"LINC00929" "lncRNA"
"AC012060.1" "lncRNA"
"LINC02248" "lncRNA"
"AC009878.2" "lncRNA"
"GABRB3" "protein_coding"
"AC009878.1" "lncRNA"
"AC011196.1" "lncRNA"
"AC135999.1" "processed_pseudogene"
"GABRA5" "protein_coding"
"TVP23BP1" "unprocessed_pseudogene"
"GABRG3" "protein_coding"
"GABRG3-AS1" "lncRNA"
"AC136896.1" "processed_pseudogene"
"RNA5SP391" "rRNA_pseudogene"
"SERPINE4P" "processed_pseudogene"
"AC144833.1" "lncRNA"
"AC104002.1" "lncRNA"
"AC104002.2" "lncRNA"
"AC104002.3" "lncRNA"
"AC021979.1" "lncRNA"
"AC021979.3" "lncRNA"
"AC021979.2" "lncRNA"
"OCA2" "protein_coding"
"AC090696.1" "lncRNA"
"RPL5P32" "processed_pseudogene"
"HERC2" "protein_coding"
"RPL41P2" "processed_pseudogene"
"AC091304.3" "unprocessed_pseudogene"
"AC091304.5" "unprocessed_pseudogene"
"AC091304.1" "transcribed_unprocessed_pseudogene"
"AC091304.4" "unprocessed_pseudogene"
"GOLGA8F" "protein_coding"
"RN7SL238P" "misc_RNA"
"ABCB10P3" "processed_pseudogene"
"AC091304.9" "unprocessed_pseudogene"
"AC091304.6" "unprocessed_pseudogene"
"MIR4509-2" "miRNA"
"AC091304.10" "unprocessed_pseudogene"
"AC091304.2" "unprocessed_pseudogene"
"AC138749.4" "unprocessed_pseudogene"
"MIR4509-3" "miRNA"
"AC138749.5" "unprocessed_pseudogene"
"ABCB10P4" "processed_pseudogene"
"GOLGA8G" "protein_coding"
"AC138749.9" "misc_RNA"
"AC138749.3" "unprocessed_pseudogene"
"AC138749.1" "unprocessed_pseudogene"
"AC138749.2" "unprocessed_pseudogene"
"HERC2P11" "unprocessed_pseudogene"
"HERC2P9" "transcribed_unprocessed_pseudogene"
"AC055876.2" "unprocessed_pseudogene"
"GOLGA8M" "protein_coding"
"RN7SL719P" "misc_RNA"
"GOLGA8M" "lncRNA"
"WHAMMP2" "transcribed_unprocessed_pseudogene"
"AC055876.4" "processed_pseudogene"
"AC055876.1" "transcribed_unprocessed_pseudogene"
"AC055876.3" "transcribed_processed_pseudogene"
"PDCD6IPP2" "transcribed_unprocessed_pseudogene"
"AC055876.5" "processed_pseudogene"
"GOLGA6L7" "protein_coding"
"AC174071.1" "processed_pseudogene"
"AC174469.1" "lncRNA"
"APBA2" "protein_coding"
"AC127522.1" "lncRNA"
"FAM189A1" "protein_coding"
"AC061965.2" "processed_pseudogene"
"AC061965.1" "snoRNA"
"NSMCE3" "protein_coding"
"AC107980.1" "lncRNA"
"AC102941.1" "lncRNA"
"TUBBP8" "processed_pseudogene"
"AC102941.2" "lncRNA"
"AC022613.1" "lncRNA"
"TJP1" "protein_coding"
"AC022613.3" "lncRNA"
"HMGN2P5" "processed_pseudogene"
"AC022613.2" "lncRNA"
"NCAPGP2" "unprocessed_pseudogene"
"AC111152.2" "lncRNA"
"AC111152.3" "processed_pseudogene"
"AC111152.1" "transcribed_unprocessed_pseudogene"
"GOLGA8J" "protein_coding"
"RN7SL673P" "misc_RNA"
"DNM1P28" "unprocessed_pseudogene"
"ULK4P3" "transcribed_unprocessed_pseudogene"
"AC120045.1" "snoRNA"
"GOLGA8T" "protein_coding"
"RN7SL469P" "misc_RNA"
"DNM1P30" "unprocessed_pseudogene"
"AC120045.3" "unprocessed_pseudogene"
"AC120045.2" "lncRNA"
"LINC02249" "lncRNA"
"AC135731.1" "processed_pseudogene"
"RNU6-17P" "snRNA"
"AC135731.2" "processed_pseudogene"
"AC019322.6" "TEC"
"AC019322.2" "misc_RNA"
"CHRFAM7A" "protein_coding"
"AC019322.3" "transcribed_unprocessed_pseudogene"
"AC019322.1" "snoRNA"
"AC019322.5" "unprocessed_pseudogene"
"GOLGA8R" "protein_coding"
"RN7SL196P" "misc_RNA"
"AC019322.4" "unprocessed_pseudogene"
"AC127502.1" "transcribed_unprocessed_pseudogene"
"AC127502.2" "lncRNA"
"AC127502.3" "unprocessed_pseudogene"
"AC026150.3" "unprocessed_pseudogene"
"AC026150.2" "lncRNA"
"GOLGA8Q" "protein_coding"
"RN7SL796P" "misc_RNA"
"DNM1P50" "unprocessed_pseudogene"
"ULK4P2" "transcribed_unprocessed_pseudogene"
"AC026150.1" "snoRNA"
"GOLGA8H" "protein_coding"
"AC026150.4" "lncRNA"
"RN7SL628P" "misc_RNA"
"AC091057.4" "lncRNA"
"AC091057.3" "lncRNA"
"ARHGAP11B" "protein_coding"
"ARHGAP11B" "protein_coding"
"AC091057.6" "transcribed_unprocessed_pseudogene"
"AC091057.1" "lncRNA"
"AC091057.2" "misc_RNA"
"AC091057.5" "transcribed_unprocessed_pseudogene"
"GOLGA8UP" "unprocessed_pseudogene"
"RN7SL82P" "misc_RNA"
"HERC2P10" "unprocessed_pseudogene"
"AC087481.1" "processed_pseudogene"
"FAN1" "protein_coding"
"AC087481.2" "unprocessed_pseudogene"
"MTMR10" "protein_coding"
"RNU6-466P" "snRNA"
"AC009562.1" "lncRNA"
"TRPM1" "protein_coding"
"MIR211" "miRNA"
"LINC02352" "lncRNA"
"AC012236.1" "lncRNA"
"KLF13" "protein_coding"
"UBE2CP4" "processed_pseudogene"
"AC104759.1" "processed_pseudogene"
"OTUD7A" "protein_coding"
"AC026951.1" "processed_pseudogene"
"AC026951.2" "unprocessed_pseudogene"
"CHRNA7" "protein_coding"
"AC079969.1" "snoRNA"
"AC068448.1" "misc_RNA"
"AC068448.2" "TEC"
"AC139426.3" "processed_pseudogene"
"RNU6-18P" "snRNA"
"AC139426.1" "processed_pseudogene"
"AC139426.2" "lncRNA"
"DNM1P31" "unprocessed_pseudogene"
"GOLGA8K" "protein_coding"
"RN7SL185P" "misc_RNA"
"AC135983.2" "lncRNA"
"ULK4P1" "transcribed_unprocessed_pseudogene"
"AC135983.1" "snoRNA"
"DNM1P32" "unprocessed_pseudogene"
"GOLGA8O" "protein_coding"
"RN7SL539P" "misc_RNA"
"AC135983.6" "processed_pseudogene"
"AC135983.5" "unprocessed_pseudogene"
"AC135983.4" "unprocessed_pseudogene"
"AC135983.3" "transcribed_processed_pseudogene"
"LINC02256" "lncRNA"
"AC123768.4" "lncRNA"
"AC123768.3" "lncRNA"
"GOLGA8N" "protein_coding"
"RN7SL286P" "misc_RNA"
"AC123768.2" "lncRNA"
"ARHGAP11A" "protein_coding"
"AC123768.5" "lncRNA"
"SCG5" "protein_coding"
"AC123768.1" "lncRNA"
"AC090877.2" "lncRNA"
"GREM1" "protein_coding"
"FMN1" "protein_coding"
"AC090877.1" "transcribed_processed_pseudogene"
"AC018515.1" "snoRNA"
"HNRNPA1P71" "processed_pseudogene"
"AC019278.1" "TEC"
"TMCO5B" "transcribed_unitary_pseudogene"
"AC055874.1" "lncRNA"
"RYR3" "protein_coding"
"AC087638.1" "misc_RNA"
"AC010809.3" "lncRNA"
"AC010809.2" "lncRNA"
"AC010809.1" "lncRNA"
"AVEN" "protein_coding"
"CHRM5" "protein_coding"
"AC009268.2" "lncRNA"
"AC009268.3" "lncRNA"
"AC009268.1" "processed_pseudogene"
"EMC7" "protein_coding"
"AC079203.1" "processed_pseudogene"
"PGBD4" "protein_coding"
"KATNBL1" "protein_coding"
